,title,text,label
525,A provision in the $2 trillion coronavirus response package that Republican senators had warned could fuel layoffs looks likely to remain in the text -- after an 11th-hour effort to remove it in the Senate was shot down,A provision in the $2 trillion coronavirus response package that Republican senators had warned could fuel layoffs looks likely to remain in the text -- after an 11th-hour effort to remove it in the Senate was shot down,TRUE
527,"President at First Responders Children's Foundation, Jillian Crane, discusses how the benefit special will pay tribute to health care workers on the front lines working to treat COVID-19 patients; ‘FOX Presents the iHeart Living Room Concert for America�?will air on Sunday at 9 p.m. ET","President at First Responders Children's Foundation, Jillian Crane, discusses how the benefit special will pay tribute to health care workers on the front lines working to treat COVID-19 patients; ‘FOX Presents the iHeart Living Room Concert for America�?will air on Sunday at 9 p.m. ET",TRUE
528,Dr. Siegel says some 'mathematical modeling' about coronavirus is spreading panic,Dr. Siegel says some 'mathematical modeling' about coronavirus is spreading panic,TRUE
530,"""COVID-19 started because we eat animals.""","""COVID-19 started because we eat animals.""",FAKE
533,"“President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life.”","“President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life.”",FAKE
536,"“All US citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting from March 17.”","“All US citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting from March 17.”",FAKE
537,"COVID-19 is no worse than other outbreaks that have occurred in “every election year.""","COVID-19 is no worse than other outbreaks that have occurred in “every election year.""",FAKE
541,"Coronavirus package has $400 million to help states beef up mail-in voting. The funds would assist states as they expand voting by mail, early voting, online registration and make in-person voting safer for all","Coronavirus package has $400 million to help states beef up mail-in voting. The funds would assist states as they expand voting by mail, early voting, online registration and make in-person voting safer for all",TRUE
543,Angelina Jolie’s son has returned to the United States after his semester at college was canceled due to the ongoing coronavirus pandemic,Angelina Jolie’s son has returned to the United States after his semester at college was canceled due to the ongoing coronavirus pandemic,TRUE
545,"Coronavirus cuts: Airlines slash snacks, drinks and middle seats during pandemic. Alaska Airlines, American Airlines, Delta Air Lines and Southwest Airlines are all making changes","Coronavirus cuts: Airlines slash snacks, drinks and middle seats during pandemic. Alaska Airlines, American Airlines, Delta Air Lines and Southwest Airlines are all making changes",TRUE
546,"Doctors in distress, quarantine send SOS for more protective gear, tests: 'It’s a complete mess'. Frontline health care providers around the country are sounding alarm bells about the lack of protective gear and lack of rapid response testing -- and some are even doing so from quarantine","Doctors in distress, quarantine send SOS for more protective gear, tests: 'It’s a complete mess'. Frontline health care providers around the country are sounding alarm bells about the lack of protective gear and lack of rapid response testing -- and some are even doing so from quarantine",TRUE
549,"Texas Congressman Michael McCaul, Republican member of the House Foreign Affairs Committee, reacts to the shortage of medical supplies for nurses and doctors amid the coronavirus outbreak. He says front-line health care workers are biggest priority in $2T relief bill","Texas Congressman Michael McCaul, Republican member of the House Foreign Affairs Committee, reacts to the shortage of medical supplies for nurses and doctors amid the coronavirus outbreak. He says front-line health care workers are biggest priority in $2T relief bill",TRUE
551,Alyssa Milano is calling on President Donald Trump to convert his hotels in the United States to hospitals to help sick people during the ongoing coronavirus pandemic,Alyssa Milano is calling on President Donald Trump to convert his hotels in the United States to hospitals to help sick people during the ongoing coronavirus pandemic,TRUE
553,Detroit Pistons forward Christian Wood has made a full recovery from the coronavirus,Detroit Pistons forward Christian Wood has made a full recovery from the coronavirus,TRUE
557,"Chicago Mayor Lori Lightfoot is warning residents not to go on long runs or bike rides in the city’s latest effort to crack down over the spread of coronavirus in the city, even cautioning that residents could be arrested should they break the rules","Chicago Mayor Lori Lightfoot is warning residents not to go on long runs or bike rides in the city’s latest effort to crack down over the spread of coronavirus in the city, even cautioning that residents could be arrested should they break the rules",TRUE
558,"Senate coronavirus bill includes union protection measure. Businesses with between 500 and 10,000 employees that accept loans to tide them over until the pandemic abates will not be allowed to get rid of any collective bargaining agreement that they already have and will be barred from taking sides on any efforts by their employees to unionize","Senate coronavirus bill includes union protection measure. Businesses with between 500 and 10,000 employees that accept loans to tide them over until the pandemic abates will not be allowed to get rid of any collective bargaining agreement that they already have and will be barred from taking sides on any efforts by their employees to unionize",TRUE
559,"An agent for Minnesota Timberwolves star Karl-Anthony Towns on Wednesday gave a promising update on the center’s father, Karl Towns Sr., who was diagnosed with coronavirus","An agent for Minnesota Timberwolves star Karl-Anthony Towns on Wednesday gave a promising update on the center’s father, Karl Towns Sr., who was diagnosed with coronavirus",TRUE
560,2 Costa cruise ships heading toward Florida with dozens of sick crew members on board,2 Costa cruise ships heading toward Florida with dozens of sick crew members on board,TRUE
561,"As the coronavirus pandemic continues to worsen around the globe and the need for ventilators intensifies, Tesla and SpaceX Elon Musk said his companies ""will do anything in our power"" to help New Yorkers","As the coronavirus pandemic continues to worsen around the globe and the need for ventilators intensifies, Tesla and SpaceX Elon Musk said his companies ""will do anything in our power"" to help New Yorkers",TRUE
565,"As the COVID-19 pandemic is forcing Americans to shelter at home amid an election year, the government is ready to help states beef up mail-in voting with additional funds. Check out how the coronavirus stimulus package is set to make voting safer for all","As the COVID-19 pandemic is forcing Americans to shelter at home amid an election year, the government is ready to help states beef up mail-in voting with additional funds. Check out how the coronavirus stimulus package is set to make voting safer for all",TRUE
567,"American Red Cross staff members express concern over lack of surgical masks for staff, volunteers and donors","American Red Cross staff members express concern over lack of surgical masks for staff, volunteers and donors",TRUE
568,"As the world struggles to contain the coronavirus outbreak, experts are harnessing 3-D printing technology in an effort to make in-demand items, such as components for masks and face shields","As the world struggles to contain the coronavirus outbreak, experts are harnessing 3-D printing technology in an effort to make in-demand items, such as components for masks and face shields",TRUE
573,"A pastor in Pennsylvania apologized to his community after keeping his church's doors open Sunday amid coronavirus concerns and being flooded with ""hateful comments.""","A pastor in Pennsylvania apologized to his community after keeping his church's doors open Sunday amid coronavirus concerns and being flooded with ""hateful comments.""",TRUE
575,Restaurant owners in the New York City borough of Brooklyn �?which has one of the highest concentrations of coronavirus cases in the U.S. -- tell Fox News they are now scrambling to keep their businesses afloat as bills are mounting and sales are plummeting during the outbreak,Restaurant owners in the New York City borough of Brooklyn �?which has one of the highest concentrations of coronavirus cases in the U.S. -- tell Fox News they are now scrambling to keep their businesses afloat as bills are mounting and sales are plummeting during the outbreak,TRUE
576,"A Facebook post from March 10, 2020 claims that drinking water regularly will kill COVID-19","A Facebook post from March 10, 2020 claims that drinking water regularly will kill COVID-19",FAKE
584,Conor McGregor makes generous purchase to help Irish hospitals fighting coronavirus,Conor McGregor makes generous purchase to help Irish hospitals fighting coronavirus,TRUE
586,"Co-owner of Bendt Distilling Company Natasha DeHart has shifted her whiskey distillery’s production to combat the coronavirus by helping her Dallas County community to produce and provide free hand sanitizer to local law enforcement, hospitals and first responders","Co-owner of Bendt Distilling Company Natasha DeHart has shifted her whiskey distillery’s production to combat the coronavirus by helping her Dallas County community to produce and provide free hand sanitizer to local law enforcement, hospitals and first responders",TRUE
587,Coronavirus patient zero had sex with bats,Coronavirus patient zero had sex with bats,FAKE
589,"Leaders of the world's most powerful economies will convene virtually on Thursday to try and coordinate a response to the fast-spreading coronavirus, which has shuttered businesses and forced well over a quarter of the world's population into home isolation","Leaders of the world's most powerful economies will convene virtually on Thursday to try and coordinate a response to the fast-spreading coronavirus, which has shuttered businesses and forced well over a quarter of the world's population into home isolation",TRUE
592,Amazon announced that it was suspending all deliveries except for medical supplies during the COVID-19 pandemic,Amazon announced that it was suspending all deliveries except for medical supplies during the COVID-19 pandemic,FAKE
593,CEO of Sanguine Biosciences Brian Neman joins Trace Gallagher to discuss how phlebotomists have stepped in to help with COVID-19 research in select cities,CEO of Sanguine Biosciences Brian Neman joins Trace Gallagher to discuss how phlebotomists have stepped in to help with COVID-19 research in select cities,TRUE
601,Coronavirus in the heartland: 34 people test positive after church event in Arkansas,Coronavirus in the heartland: 34 people test positive after church event in Arkansas,TRUE
603,"Gov. Gretchen Whitmer's Department of Licensing and Regulatory Affairs warns that prescribing hydroxychloroquine or chloroquine for treatment of COVID-19 'without further proof of efficacy' may be investigated for administrative action; reaction from Dr. Jeff Colyer, former Kansas governor","Gov. Gretchen Whitmer's Department of Licensing and Regulatory Affairs warns that prescribing hydroxychloroquine or chloroquine for treatment of COVID-19 'without further proof of efficacy' may be investigated for administrative action; reaction from Dr. Jeff Colyer, former Kansas governor",TRUE
607,"A custodian with the New York Police Department died Thursday from the coronavirus, the nation's largest police agency said","A custodian with the New York Police Department died Thursday from the coronavirus, the nation's largest police agency said",TRUE
609,"Tom Hanks, 63, one of America's most iconic actors revealed that he tested positive for coronavirus while in Australia to film a movie. Since then, he's offered fans several updates on his condition, assuring fans that he's well taken care of and urging them to be diligent and proactive","Tom Hanks, 63, one of America's most iconic actors revealed that he tested positive for coronavirus while in Australia to film a movie. Since then, he's offered fans several updates on his condition, assuring fans that he's well taken care of and urging them to be diligent and proactive",TRUE
610,"Rita Wilson, 63, the wife of Hanks, also fell ill with her hubby down under. She seems to be in good spirits, however, as she shared her playlist that she's been listening to while in quarantine, which includes Billy Idol’s “Dancing with Myself,�?the Bee Gees' “Night Fever,�?MC Hammer’s “U Can’t Touch This�?and more","Rita Wilson, 63, the wife of Hanks, also fell ill with her hubby down under. She seems to be in good spirits, however, as she shared her playlist that she's been listening to while in quarantine, which includes Billy Idol’s “Dancing with Myself,�?the Bee Gees' “Night Fever,�?MC Hammer’s “U Can’t Touch This�?and more",TRUE
613,"""Quantum of Solace"" Bond girl Olga Kurylenko, 40, recently announced that she tested positive for the novel virus. The actress explained that she was denied a hospital bed because the facility was full amid the crisis","""Quantum of Solace"" Bond girl Olga Kurylenko, 40, recently announced that she tested positive for the novel virus. The actress explained that she was denied a hospital bed because the facility was full amid the crisis",TRUE
614,"Hollywood newcomer Rachel Matthews, 26, revealed that she's among those suffering from coronavirus. In an attempt to help others identify the virus, the ""Frozen II"" actress shared a timeline of her symptoms, saying that things started with a ""sore throat, fatigue and headache,"" before having a fever, body aches and a ""deep, dry cough.""","Hollywood newcomer Rachel Matthews, 26, revealed that she's among those suffering from coronavirus. In an attempt to help others identify the virus, the ""Frozen II"" actress shared a timeline of her symptoms, saying that things started with a ""sore throat, fatigue and headache,"" before having a fever, body aches and a ""deep, dry cough.""",TRUE
615,"Daniel Dae Kim, 51, announced on Thursday that he has tested positive for COVID-19. Kim said that he received a test after experiencing a scratchy throat. He also said that he’s willing to donate antibodies to find a vaccine","Daniel Dae Kim, 51, announced on Thursday that he has tested positive for COVID-19. Kim said that he received a test after experiencing a scratchy throat. He also said that he’s willing to donate antibodies to find a vaccine",TRUE
617,"The actress, 55, announced that she has contracted coronavirus. In an Instagram post, Mazar revealed that she'd experienced similar symptoms to those brought about by the coronavirus in weeks past before coming down with them again. After a brief struggle to obtain a test, Mazar found that she had contracted the virus","The actress, 55, announced that she has contracted coronavirus. In an Instagram post, Mazar revealed that she'd experienced similar symptoms to those brought about by the coronavirus in weeks past before coming down with them again. After a brief struggle to obtain a test, Mazar found that she had contracted the virus",TRUE
618,"Bon Jovi keyboardist has contracted coronavirus as well. The 59-year-old musician made the announcement on Instagram, noting that he's ""feeling better each day."" He also urged his followers to remain calm, explaining that worse sicknesses have spread across the globe in the past","Bon Jovi keyboardist has contracted coronavirus as well. The 59-year-old musician made the announcement on Instagram, noting that he's ""feeling better each day."" He also urged his followers to remain calm, explaining that worse sicknesses have spread across the globe in the past",TRUE
619,"Opera sensation Plácido Domingo recently informed fans that he's tested positive for the virus. Domingo, 79, said on Facebook that announcing his diagnosis was his ""moral duty"" and assured fans that he and his family, all in quarantine, are in ""good health.""","Opera sensation Plácido Domingo recently informed fans that he's tested positive for the virus. Domingo, 79, said on Facebook that announcing his diagnosis was his ""moral duty"" and assured fans that he and his family, all in quarantine, are in ""good health.""",TRUE
620,"Star of stage and screen Laura Bell Bundy, 38, has also announced that she's contracted coronavirus. In her Instagram announcement, Bundy said that her symptoms have been ""minor,"" which she credits to ""taking care of"" herself by taking nutritional supplements and herbs prescribed to her by doctors. She also urged her followers to ""stay inside"" to avoid furthering the outbreak","Star of stage and screen Laura Bell Bundy, 38, has also announced that she's contracted coronavirus. In her Instagram announcement, Bundy said that her symptoms have been ""minor,"" which she credits to ""taking care of"" herself by taking nutritional supplements and herbs prescribed to her by doctors. She also urged her followers to ""stay inside"" to avoid furthering the outbreak",TRUE
625,"Canada has turned down a proposal by the United States to put troops at U.S.-Canada border during the coronavirus outbreak, arguing that such a move would be unnecessary given the low amount of illegal crossings and damage relations between","Canada has turned down a proposal by the United States to put troops at U.S.-Canada border during the coronavirus outbreak, arguing that such a move would be unnecessary given the low amount of illegal crossings and damage relations between",TRUE
626,"As healthcare workers across the country confront a shortage of personal protective equipment amid the COVID-19 pandemic, one central New York couple has found a solution: 3D print them","As healthcare workers across the country confront a shortage of personal protective equipment amid the COVID-19 pandemic, one central New York couple has found a solution: 3D print them",TRUE
627,A photograph shows store shelves stripped of all foodstuffs except for vegan products during the COVID-19 pandemic,A photograph shows store shelves stripped of all foodstuffs except for vegan products during the COVID-19 pandemic,FAKE
632,A California winemaker serving a five-month prison sentence for his role in the college admissions scandal has been released two weeks early amid concerns over the coronavirus pandemic that has prompted the reduction of prison populations across the country,A California winemaker serving a five-month prison sentence for his role in the college admissions scandal has been released two weeks early amid concerns over the coronavirus pandemic that has prompted the reduction of prison populations across the country,TRUE
635,Berlin's world-famous nightclubs launch online parties amid coronavirus,Berlin's world-famous nightclubs launch online parties amid coronavirus,TRUE
636,"A 34-year-old Italian nurse treating COVID-19 patients in the hard-struck European country has taken her own life for fear of having spread the illness, according to a nursing organization there","A 34-year-old Italian nurse treating COVID-19 patients in the hard-struck European country has taken her own life for fear of having spread the illness, according to a nursing organization there",TRUE
640,"All 5,000 U.S. Navy sailors onboard the USS Theodore Roosevelt aircraft carrier will be tested for the coronavirus after nearly two dozen members were diagnosed with infections while deployed in the Pacific, military officials said Thursday","All 5,000 U.S. Navy sailors onboard the USS Theodore Roosevelt aircraft carrier will be tested for the coronavirus after nearly two dozen members were diagnosed with infections while deployed in the Pacific, military officials said Thursday",TRUE
642,"Country music star and host of Fox Nation's ""The Pursuit!"" John Rich tells ‘The Daily Briefing�?he will present a special concert from his Nashville home on Friday at 8 p.m. ET to provide some live entertainment to Americans stuck at home amid the coronavirus pandemic","Country music star and host of Fox Nation's ""The Pursuit!"" John Rich tells ‘The Daily Briefing�?he will present a special concert from his Nashville home on Friday at 8 p.m. ET to provide some live entertainment to Americans stuck at home amid the coronavirus pandemic",TRUE
646,"China will temporarily close its borders to foreign nationals, effective midnight Saturday, in the midst of the coronavirus outbreak","China will temporarily close its borders to foreign nationals, effective midnight Saturday, in the midst of the coronavirus outbreak",TRUE
647,A local official in the Philippines is now facing charges after putting coronavirus curfew violators in a dog cage,A local official in the Philippines is now facing charges after putting coronavirus curfew violators in a dog cage,TRUE
648,"Crazy Aaron’s, the creators of Thinking Putty, have shifted their operations from toy-making to producing much-needed hand sanitizer during the coronavirus pandemic","Crazy Aaron’s, the creators of Thinking Putty, have shifted their operations from toy-making to producing much-needed hand sanitizer during the coronavirus pandemic",TRUE
650,Dallas Stars execs to take 50 percent pay cut to help others 'within the organization' during coronavirus outbreak,Dallas Stars execs to take 50 percent pay cut to help others 'within the organization' during coronavirus outbreak,TRUE
653,"Actor Mark Blum, known for his work in theater as well as in films “Desperately Seeking Susan,�?“Crocodile Dundee�?and the Netflix series “You,�?died at age 69 reportedly due to complications from the coronavirus","Actor Mark Blum, known for his work in theater as well as in films “Desperately Seeking Susan,�?“Crocodile Dundee�?and the Netflix series “You,�?died at age 69 reportedly due to complications from the coronavirus",TRUE
655,"A Holocaust survivor and New York rabbi who helped dozens of families escape the Nazis has died of COVID-19, according to a local lawmaker","A Holocaust survivor and New York rabbi who helped dozens of families escape the Nazis has died of COVID-19, according to a local lawmaker",TRUE
657,Egyptian workers on Wednesday began disinfecting the area around the famed Giza Pyramids and other popular tourist spots left empty amid the coronavirus outbreak,Egyptian workers on Wednesday began disinfecting the area around the famed Giza Pyramids and other popular tourist spots left empty amid the coronavirus outbreak,TRUE
659,"An Arkansas pastor issued a coronavirus warning this week after he, his wife and more than 30 others connected to their church contracted the illness, according to reports","An Arkansas pastor issued a coronavirus warning this week after he, his wife and more than 30 others connected to their church contracted the illness, according to reports",TRUE
660,A decree that allows euthanisia in dependant senior homes has been passed in France,A decree that allows euthanisia in dependant senior homes has been passed in France,FAKE
661,"With news permeating the world on Wednesday that Prince Charles became the first member of Britain’s royal family to test positive for the coronavirus, his youngest son Prince Harry and wife Meghan Markle are doing their best to allay the spread of COVID-19","With news permeating the world on Wednesday that Prince Charles became the first member of Britain’s royal family to test positive for the coronavirus, his youngest son Prince Harry and wife Meghan Markle are doing their best to allay the spread of COVID-19",TRUE
666,A message claims you need to sterilize products with a hair dryer,A message claims you need to sterilize products with a hair dryer,FAKE
673,"Chicago will reserve at least 1,000 hotel rooms to quarantine coronavirus patients, offering relief to hospitals filled beyond their capacity","Chicago will reserve at least 1,000 hotel rooms to quarantine coronavirus patients, offering relief to hospitals filled beyond their capacity",TRUE
674,Coronavirus hits housing market as mortgage applications plummet in US,Coronavirus hits housing market as mortgage applications plummet in US,TRUE
676,Amid COVID19 Lockdown Food being distributed in Indian State of Tamil Nadu,Amid COVID19 Lockdown Food being distributed in Indian State of Tamil Nadu,FAKE
679,"A super PAC led by a former aide to Hillary Clinton is rolling out a $6 million ad campaign starting Tuesday, attacking President Trump's response to the coronavirus pandemic","A super PAC led by a former aide to Hillary Clinton is rolling out a $6 million ad campaign starting Tuesday, attacking President Trump's response to the coronavirus pandemic",TRUE
680,"A video of a confrontation between drug users in “crackland”, a run down part of central S?o Paulo, and municipal guard. In the caption, it is stated that this is what is happening while the city is lockdown","A video of a confrontation between drug users in “crackland”, a run down part of central S?o Paulo, and municipal guard. In the caption, it is stated that this is what is happening while the city is lockdown",FAKE
681,"A Missouri man is facing a criminal charge for posting a video of himself licking items in Walmart earlier this month to mock the severity of the coronavirus, authorities said","A Missouri man is facing a criminal charge for posting a video of himself licking items in Walmart earlier this month to mock the severity of the coronavirus, authorities said",TRUE
683,"A tech startup has launched an online resource for travelers, expats and their loved ones to centralize information about how the coronavirus is spreading and what each impacted country is doing to mitigate the pandemic","A tech startup has launched an online resource for travelers, expats and their loved ones to centralize information about how the coronavirus is spreading and what each impacted country is doing to mitigate the pandemic",TRUE
684,Apple has secured 10 million masks for U.S. health care workers and is donating millions more to countries globally as the coronavirus pandemic continues to spread and strain manufacturing chains for the medical supplies,Apple has secured 10 million masks for U.S. health care workers and is donating millions more to countries globally as the coronavirus pandemic continues to spread and strain manufacturing chains for the medical supplies,TRUE
688,3-week-old infant in New York is youngest coronavirus patient in US,3-week-old infant in New York is youngest coronavirus patient in US,TRUE
696,"During coronavirus pandemic, Disney pauses construction on Avengers-themed land","During coronavirus pandemic, Disney pauses construction on Avengers-themed land",TRUE
697,Coronavirus leads to huge increase in demand for cleaning supplies,Coronavirus leads to huge increase in demand for cleaning supplies,TRUE
698,New Jersey restaurant owner Bryan Morin took out a 50K credit line to continue to pay his employees during the coronavirus pandemic that has forced thousands of small businesses to close their doors. Morin spoke with Fox News about why he opened his wallet for who he calls is his ‘extended family�?during these uncertain times.T,New Jersey restaurant owner Bryan Morin took out a 50K credit line to continue to pay his employees during the coronavirus pandemic that has forced thousands of small businesses to close their doors. Morin spoke with Fox News about why he opened his wallet for who he calls is his ‘extended family�?during these uncertain times.T,TRUE
699,A Georgia couple who was traveling throughout southern Spain earlier this month until members of their tour party tested positive with coronavirus are now on their way back home after getting the all-clear from doctors,A Georgia couple who was traveling throughout southern Spain earlier this month until members of their tour party tested positive with coronavirus are now on their way back home after getting the all-clear from doctors,TRUE
700,"As part of the coronavirus aid package, there is a bipartisan push to let the government set provider rates based on the average price for in-network services in a particular region","As part of the coronavirus aid package, there is a bipartisan push to let the government set provider rates based on the average price for in-network services in a particular region",TRUE
701,"A man who was fined $145 in France last week after piloting a small aircraft during a nationwide lockdown to contain the spread of the coronavirus told authorities he was “bored�?and wanted “fresh air.""","A man who was fined $145 in France last week after piloting a small aircraft during a nationwide lockdown to contain the spread of the coronavirus told authorities he was “bored�?and wanted “fresh air.""",TRUE
702,'Duck Dynasty' star Sadie Robertson helping out brides whose weddings were postponed due to the coronavirus,'Duck Dynasty' star Sadie Robertson helping out brides whose weddings were postponed due to the coronavirus,TRUE
703,"Coronavirus bill includes millions for Howard, Gallaudet universities","Coronavirus bill includes millions for Howard, Gallaudet universities",TRUE
706,"A picture of a queue in a Bom Prato (a chain of state run popular restaurants that offers low cost meals to poor people in S?o Paulo). The caption states that Jo?o Dória, S?o Paulo governor, opened the restaurants and allowed the agglomeration, while, at the same time, forbade regular restaurant to open","A picture of a queue in a Bom Prato (a chain of state run popular restaurants that offers low cost meals to poor people in S?o Paulo). The caption states that Jo?o Dória, S?o Paulo governor, opened the restaurants and allowed the agglomeration, while, at the same time, forbade regular restaurant to open",FAKE
711,"Craft beer & spirit-makers in some of the communities most severely impacted by the coronavirus pandemic are doing more than just producing hand sanitizer for their patrons. But even as they convert their operations almost entirely to charity, and at a time when sales are so bad they could lose everything, they are discovering new snags in the supply chain that are making it even harder to help in the current crisis","Craft beer & spirit-makers in some of the communities most severely impacted by the coronavirus pandemic are doing more than just producing hand sanitizer for their patrons. But even as they convert their operations almost entirely to charity, and at a time when sales are so bad they could lose everything, they are discovering new snags in the supply chain that are making it even harder to help in the current crisis",TRUE
712,"Coronavirus outbreak in New York sees 40,000 answer call to re-join health care industry, Cuomo says","Coronavirus outbreak in New York sees 40,000 answer call to re-join health care industry, Cuomo says",TRUE
713,A video is being shared on various social media platforms and in WhatsApp groups in which a person allegedly infected with COVID-19 can be seen lying unconscious on the ground and shaking violently,A video is being shared on various social media platforms and in WhatsApp groups in which a person allegedly infected with COVID-19 can be seen lying unconscious on the ground and shaking violently,FAKE
714,Coronavirus postpones release of 'Wonder Woman 1984',Coronavirus postpones release of 'Wonder Woman 1984',TRUE
715,"Coronavirus bill suspends federal student loan payments through Sept. 30, after Trump waives interest","Coronavirus bill suspends federal student loan payments through Sept. 30, after Trump waives interest",TRUE
718,2 Fiat Chrysler workers dead after testing positive for the coronavirus,2 Fiat Chrysler workers dead after testing positive for the coronavirus,TRUE
721,A Whatsapp forward claiming all calls will be recorded by the Indian government.,A Whatsapp forward claiming all calls will be recorded by the Indian government.,FAKE
724,"Royal Caribbean's cruise lines extend voluntary suspensions amid coronavirus outbreak. The decision applies to all three of the cruise lines owned by Royal Caribbean Cruises, Ltd., including Royal Caribbean International, Celebrity Cruises and Azamara Club Cruises","Royal Caribbean's cruise lines extend voluntary suspensions amid coronavirus outbreak. The decision applies to all three of the cruise lines owned by Royal Caribbean Cruises, Ltd., including Royal Caribbean International, Celebrity Cruises and Azamara Club Cruises",TRUE
725,"Coronavirus fuels toilet paper buying spree, California officials implore people not to flush t-shirts, wipes","Coronavirus fuels toilet paper buying spree, California officials implore people not to flush t-shirts, wipes",TRUE
726,Bindi Irwin revealed that she married fiance Chandler Powell at a small ceremony without any guests in order to keep friends and family safe from the spread of the coronavirus,Bindi Irwin revealed that she married fiance Chandler Powell at a small ceremony without any guests in order to keep friends and family safe from the spread of the coronavirus,TRUE
728,An Army veteran and the CEO of an apparel company in Georgia who is shifting his operations to make protective masks for doctors and nurses amid the coronavirus outbreak said on “Fox & Friends�?on Wednesday that he “needs support.�?,An Army veteran and the CEO of an apparel company in Georgia who is shifting his operations to make protective masks for doctors and nurses amid the coronavirus outbreak said on “Fox & Friends�?on Wednesday that he “needs support.�?,TRUE
732,"CEO of NJ hospital tests positive for COVID-19, speaks out from quarantine","CEO of NJ hospital tests positive for COVID-19, speaks out from quarantine",TRUE
736,A makeshift morgue has been set up outside a New York City hospital as the spread of the coronavirus is accelerating in the Big Apple,A makeshift morgue has been set up outside a New York City hospital as the spread of the coronavirus is accelerating in the Big Apple,TRUE
737,Dr. Oz on FDA approving off-label use of anti-malaria drug to treat COVID-19,Dr. Oz on FDA approving off-label use of anti-malaria drug to treat COVID-19,TRUE
741,"A minor league player for the Boston Red Sox has tested positive for the coronavirus, prompting the team to close down its training complex in Fort Myers, Florida","A minor league player for the Boston Red Sox has tested positive for the coronavirus, prompting the team to close down its training complex in Fort Myers, Florida",TRUE
742,Courthouses across the U.S. have closed,Courthouses across the U.S. have closed,TRUE
744,Britain deployed 500 transit police as it stepped up efforts to prevent unnecessary travel during the coronavirus outbreak,Britain deployed 500 transit police as it stepped up efforts to prevent unnecessary travel during the coronavirus outbreak,TRUE
748,A viral screenshot of a story allegedly published by the BBC claiming Ghana has recorded its first confirmed coronavirus case,A viral screenshot of a story allegedly published by the BBC claiming Ghana has recorded its first confirmed coronavirus case,FAKE
749,"Crime has dropped in San Francisco after the city mandated all residents stay home in an effort to stop the spread of coronavirus, Police Chief Bill Scott said","Crime has dropped in San Francisco after the city mandated all residents stay home in an effort to stop the spread of coronavirus, Police Chief Bill Scott said",TRUE
752,"A New York City principal, 36, remembered as a dedicated educator who gave her all to her students and staff, has died of complications from the coronavirus, according to a report","A New York City principal, 36, remembered as a dedicated educator who gave her all to her students and staff, has died of complications from the coronavirus, according to a report",TRUE
753,"A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown","A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown",FAKE
756,"A photo of a Sri Lankan military hospital has been shared thousands of times in multiple Facebook posts alongside a claim that it has been reserved exclusively for the use of “VIPs” who test positive for COVID-19, the disease caused by the novel coronavirus","A photo of a Sri Lankan military hospital has been shared thousands of times in multiple Facebook posts alongside a claim that it has been reserved exclusively for the use of “VIPs” who test positive for COVID-19, the disease caused by the novel coronavirus",FAKE
759,"A photo of a man and woman embracing has been shared hundreds of times on Facebook and Twitter alongside a claim that it shows two Italian doctors who died of a novel coronavirus, COVID-19, after contracting the disease from the patients they treated","A photo of a man and woman embracing has been shared hundreds of times on Facebook and Twitter alongside a claim that it shows two Italian doctors who died of a novel coronavirus, COVID-19, after contracting the disease from the patients they treated",FAKE
761,“In the Heights�?has been postponed by Warner Bros. due to the coronavirus pandemic,“In the Heights�?has been postponed by Warner Bros. due to the coronavirus pandemic,TRUE
763,A claim that 500 body bags were delivered to an ice skating rink outside the Australian city of Adelaide has been shared widely on Facebook during the novel coronavirus pandemic,A claim that 500 body bags were delivered to an ice skating rink outside the Australian city of Adelaide has been shared widely on Facebook during the novel coronavirus pandemic,FAKE
766,A kindergarten teacher in Colorado who hasn’t seen her students in nearly two weeks due to the coronavirus outbreak brought each of them a care package over the weekend because she wanted to see them one more time,A kindergarten teacher in Colorado who hasn’t seen her students in nearly two weeks due to the coronavirus outbreak brought each of them a care package over the weekend because she wanted to see them one more time,TRUE
770,"Terrence McNally, one of America’s great playwrights whose prolific career included winning Tony Awards for the plays “Love! Valour! Compassion!�?and “Master Class�?and the musicals “Ragtime�?and “Kiss of the Spider Woman,�?has died of complications from the coronavirus. He was 81","Terrence McNally, one of America’s great playwrights whose prolific career included winning Tony Awards for the plays “Love! Valour! Compassion!�?and “Master Class�?and the musicals “Ragtime�?and “Kiss of the Spider Woman,�?has died of complications from the coronavirus. He was 81",TRUE
